courses_id,student_id,semester,grade,course_name,credits,departments_id,student_name,student_major,student_email,department_name,dep_building
140,866,Spring 2024,C,Perspectives on Linguistics and Modern Languages,3,10,Jessica Rich,Math,sarah56@example.com,Linguistics and Modern Languages,Dana Cove
199,3409,Spring 2024,F,Experimental Medicine and Biomedical Research,2,16,Donald Jackson,History,paula35@example.org,Medicine and Biomedical Research,Brenda Prairie
127,57,Fall 2023,F,Innovations in Marketing and Digital Strategy,4,13,James Nelson,CS,josecastro@example.net,Marketing and Digital Strategy,Robinson Island
150,1159,Spring 2024,C,Introduction to Entrepreneurship and Innovation,3,15,Mary Walker,CS,johnsonmelanie@example.net,Entrepreneurship and Innovation,David Dale
34,4985,Fall 2023,B,Advanced Nursing and Public Health,1,18,Jennifer Hunter,Physics,tskinner@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
57,3531,Spring 2024,C,Innovations in Chemistry and Materials Science,1,4,Sarah Vaughn,CS,daisysmith@example.org,Computer Science and Artificial Intelligence,Bowman Burg
174,2235,Fall 2023,D,Methods in Business Administration and Management,3,11,Colleen Griffith,History,allisoncurtis@example.com,Business Administration and Management,Page Center
4,1820,Spring 2024,F,Innovations in Physics and Astronomy,3,2,Peggy Weaver,History,warnermelissa@example.net,Biological Sciences,Ramos Hills
22,597,Fall 2023,A,Advanced Political Science and International Relations,3,9,Michael Duffy,Math,josephmartin@example.net,Sociology and Anthropology,Cynthia Square
102,4148,Fall 2023,A,Case Studies in Pharmacy and Pharmaceutical Sciences,2,19,Chelsea Freeman,Math,lopezbarbara@example.org,Psychology and Behavioral Sciences,Andrade Center
125,4172,Fall 2023,C,Advanced Entrepreneurship and Innovation,4,15,Michelle Mitchell,Physics,chunglaurie@example.com,Entrepreneurship and Innovation,David Dale
109,619,Fall 2023,D,History of Physics and Astronomy,2,1,Nicole Owens,Math,leedaniel@example.net,Physics and Astronomy,Henderson Path
100,1025,Fall 2023,B,Methods in Philosophy and Ethics,2,7,Jennifer Turner,Math,jcooper@example.com,Philosophy and Ethics,Olsen Flats
162,2127,Spring 2024,B,Experimental Psychology and Behavioral Sciences,2,19,Brenda Bradford,CS,pnguyen@example.org,Psychology and Behavioral Sciences,Andrade Center
35,8,Spring 2024,C,Theories in Economics and Policy Studies,2,15,Cheryl Mann,History,allen64@example.com,Entrepreneurship and Innovation,David Dale
38,645,Fall 2023,A,Ethics and Medicine and Biomedical Research,4,17,Mitchell Brown,CS,brianbrown@example.org,Nursing and Public Health,Campos Squares
72,2584,Spring 2024,C,Experimental Entrepreneurship and Innovation,1,16,Robert Wright,Physics,emilymartin@example.org,Medicine and Biomedical Research,Brenda Prairie
10,1102,Spring 2024,F,Case Studies in Medicine and Biomedical Research,1,17,Sean Robinson,CS,robertnelson@example.com,Nursing and Public Health,Campos Squares
26,2763,Spring 2024,D,Theories in Biological Sciences,1,2,Dominic Martin,History,dustinthomas@example.net,Biological Sciences,Ramos Hills
50,2907,Fall 2023,D,Classical History and Cultural Studies,4,7,Stephen Hall,Physics,waterscasey@example.com,Philosophy and Ethics,Olsen Flats
7,4608,Fall 2023,C,Innovations in Political Science and International Relations,3,9,Natasha Woods,Physics,joshuapadilla@example.com,Sociology and Anthropology,Cynthia Square
163,830,Spring 2024,D,Case Studies in Biological Sciences,3,2,Amber Green,Math,clynn@example.com,Biological Sciences,Ramos Hills
146,4013,Fall 2023,B,Ethics and Nursing and Public Health,2,17,Phillip Fernandez,History,sandrahester@example.net,Nursing and Public Health,Campos Squares
106,3576,Spring 2024,C,Applications of Mechanical and Aerospace Engineering,3,6,Dana Zimmerman,Math,ygaines@example.net,History and Cultural Studies,Brittany Corners
175,418,Spring 2024,B,Contemporary Issues in Sociology and Anthropology,4,9,Gabrielle Rose,CS,woodwardstephanie@example.org,Sociology and Anthropology,Cynthia Square
117,4084,Fall 2023,A,Policy and Chemistry and Materials Science,3,4,Paul Murphy,Physics,patelmichael@example.net,Computer Science and Artificial Intelligence,Bowman Burg
195,3385,Spring 2024,F,Principles of Linguistics and Modern Languages,4,10,Robert Daniels,Math,hamptonphilip@example.org,Linguistics and Modern Languages,Dana Cove
5,23,Fall 2023,C,Applications of Economics and Policy Studies,3,14,Cody Ryan,History,jacobsonsamantha@example.org,Economics and Policy Studies,Burns Spur
53,4839,Fall 2023,D,Applications of Mechanical and Aerospace Engineering,4,6,Steven Wang,Math,lamjoe@example.net,History and Cultural Studies,Brittany Corners
133,2377,Fall 2023,C,Case Studies in Physics and Astronomy,1,1,Taylor Hart,History,qferrell@example.com,Physics and Astronomy,Henderson Path
31,4916,Spring 2024,F,Modern Marketing and Digital Strategy,1,13,Nicole Jones,History,anthonyhenry@example.org,Marketing and Digital Strategy,Robinson Island
92,2228,Fall 2023,B,Policy and Chemistry and Materials Science,1,3,Jeffery Mccarty,History,bobbruce@example.org,Chemistry and Materials Science,Robbins Common
38,4715,Fall 2023,B,Ethics and Medicine and Biomedical Research,4,17,Dawn Hall,Math,timothy22@example.com,Nursing and Public Health,Campos Squares
4,4077,Spring 2024,D,Innovations in Physics and Astronomy,3,2,Loretta Wood,History,angelathomas@example.org,Biological Sciences,Ramos Hills
104,439,Fall 2023,B,Applications of Nursing and Public Health,4,17,Terry Johnson,History,rwood@example.net,Nursing and Public Health,Campos Squares
185,3715,Spring 2024,A,Applications of Marketing and Digital Strategy,4,13,Karen Hooper,History,jacob28@example.net,Marketing and Digital Strategy,Robinson Island
12,2779,Fall 2023,D,Methods in History and Cultural Studies,2,7,Kara Evans,Math,qclarke@example.org,Philosophy and Ethics,Olsen Flats
26,4801,Spring 2024,B,Theories in Biological Sciences,1,2,Mackenzie Snyder,CS,samuelcaldwell@example.com,Biological Sciences,Ramos Hills
194,3160,Spring 2024,A,Strategies in Political Science and International Relations,1,8,Denise Wells,CS,zwilliams@example.net,Political Science and International Relations,Brown Mission
148,1553,Fall 2023,D,Introduction to History and Cultural Studies,2,6,Latoya Bender,Physics,kelly06@example.com,History and Cultural Studies,Brittany Corners
174,1992,Fall 2023,B,Methods in Business Administration and Management,3,11,Courtney Lam,CS,fishermartha@example.net,Business Administration and Management,Page Center
142,3737,Fall 2023,F,Policy and Pharmacy and Pharmaceutical Sciences,1,19,Victoria Dixon,History,ellenthomas@example.org,Psychology and Behavioral Sciences,Andrade Center
28,2595,Spring 2024,C,Perspectives on Philosophy and Ethics,2,8,Jamie Bush,CS,morrisbrittney@example.net,Political Science and International Relations,Brown Mission
165,192,Fall 2023,A,Advanced Philosophy and Ethics,4,7,James Pennington,Physics,isaac71@example.org,Philosophy and Ethics,Olsen Flats
68,326,Spring 2024,D,History of Mechanical and Aerospace Engineering,3,6,Julie Gray,History,ojohns@example.net,History and Cultural Studies,Brittany Corners
136,4400,Spring 2024,B,Contemporary Issues in Mechanical and Aerospace Engineering,1,5,Edward Boyd,History,alex70@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
70,2935,Fall 2023,C,Fundamentals of Philosophy and Ethics,3,8,Brian Green,CS,tmyers@example.com,Political Science and International Relations,Brown Mission
87,2916,Fall 2023,D,Ethics and Philosophy and Ethics,4,8,Derrick Ramirez,CS,glee@example.com,Political Science and International Relations,Brown Mission
180,711,Fall 2023,B,Classical Philosophy and Ethics,3,7,Kelsey Murphy,History,veronicaharris@example.com,Philosophy and Ethics,Olsen Flats
39,458,Fall 2023,C,Theories in Political Science and International Relations,2,9,Laurie Smith,History,darren46@example.org,Sociology and Anthropology,Cynthia Square
62,3235,Spring 2024,D,Principles of Marketing and Digital Strategy,4,13,Abigail Rodriguez,History,chelsea08@example.com,Marketing and Digital Strategy,Robinson Island
127,3096,Spring 2024,B,Innovations in Marketing and Digital Strategy,4,13,Amy Watson,History,dawn66@example.net,Marketing and Digital Strategy,Robinson Island
22,4823,Spring 2024,B,Advanced Political Science and International Relations,3,9,Pam Davis,CS,tyler57@example.org,Sociology and Anthropology,Cynthia Square
95,2618,Spring 2024,F,Classical Philosophy and Ethics,4,8,Matthew Wilson,History,karenmorgan@example.net,Political Science and International Relations,Brown Mission
107,4344,Spring 2024,C,Foundations of Business Administration and Management,1,11,Mr. James Evans,Math,alexanderking@example.net,Business Administration and Management,Page Center
44,921,Spring 2024,D,Perspectives on Political Science and International Relations,3,9,Miss Kristina Baker,CS,caroline38@example.net,Sociology and Anthropology,Cynthia Square
77,1908,Spring 2024,B,Introduction to Mechanical and Aerospace Engineering,2,6,Robin Edwards,History,victor94@example.com,History and Cultural Studies,Brittany Corners
150,1768,Spring 2024,D,Introduction to Entrepreneurship and Innovation,3,15,Sonya Roberts,CS,adelgado@example.com,Entrepreneurship and Innovation,David Dale
83,4735,Fall 2023,B,Theories in Sociology and Anthropology,2,9,Kathy Jones,Physics,newtonsteven@example.org,Sociology and Anthropology,Cynthia Square
198,3445,Spring 2024,F,Advanced Philosophy and Ethics,4,7,Randall Campos,Physics,richard95@example.net,Philosophy and Ethics,Olsen Flats
42,3792,Spring 2024,D,Contemporary Issues in Sociology and Anthropology,4,10,Katherine Gaines,History,jarviscarla@example.org,Linguistics and Modern Languages,Dana Cove
164,3514,Spring 2024,A,Applications of Medicine and Biomedical Research,4,16,Kevin Williams,CS,kelly90@example.com,Medicine and Biomedical Research,Brenda Prairie
124,1110,Fall 2023,B,Advanced Physics and Astronomy,4,1,Angel Miller,CS,kristin82@example.org,Physics and Astronomy,Henderson Path
167,297,Spring 2024,D,Classical History and Cultural Studies,3,6,Jodi Mccann MD,CS,hkeith@example.net,History and Cultural Studies,Brittany Corners
55,4339,Fall 2023,B,Methods in Entrepreneurship and Innovation,1,16,Christine Olson,CS,zwest@example.com,Medicine and Biomedical Research,Brenda Prairie
126,2984,Spring 2024,B,Modern Philosophy and Ethics,2,7,Laura Krueger,Math,jscott@example.org,Philosophy and Ethics,Olsen Flats
139,320,Fall 2023,A,Theories in Pharmacy and Pharmaceutical Sciences,4,18,Kimberly Lopez,Math,rpalmer@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
76,1429,Spring 2024,B,Perspectives on Sociology and Anthropology,4,10,Victor Murphy,Physics,michellehayes@example.org,Linguistics and Modern Languages,Dana Cove
86,3523,Spring 2024,C,Contemporary Issues in Mechanical and Aerospace Engineering,2,6,Scott Richardson,Physics,luiswiley@example.com,History and Cultural Studies,Brittany Corners
102,2750,Spring 2024,B,Case Studies in Pharmacy and Pharmaceutical Sciences,2,19,Dr. Teresa Rosario PhD,History,maria13@example.org,Psychology and Behavioral Sciences,Andrade Center
120,923,Spring 2024,D,Modern Psychology and Behavioral Sciences,2,20,Chelsea Oliver,History,jessicapatel@example.org,Environmental and Sustainability Studies,Brittany Mission
134,3231,Fall 2023,D,Innovations in Business Administration and Management,2,11,Ashley Kent,History,kimberlyrivas@example.com,Business Administration and Management,Page Center
27,2066,Spring 2024,A,Modern Mechanical and Aerospace Engineering,3,6,Charles Martinez,History,michaelclark@example.com,History and Cultural Studies,Brittany Corners
167,3695,Spring 2024,C,Classical History and Cultural Studies,3,6,Harry Kim,Physics,karensantos@example.net,History and Cultural Studies,Brittany Corners
1,4398,Fall 2023,A,Classical Physics and Astronomy,4,1,Lori Cooper,History,jillsanders@example.net,Physics and Astronomy,Henderson Path
24,3797,Fall 2023,F,Foundations of Philosophy and Ethics,2,8,Mr. Jeffrey Franklin Jr.,Math,ronald21@example.net,Political Science and International Relations,Brown Mission
192,4721,Spring 2024,D,History of Business Administration and Management,1,11,Timothy Branch,Physics,dlopez@example.com,Business Administration and Management,Page Center
90,4747,Spring 2024,A,Contemporary Issues in Chemistry and Materials Science,2,3,Kevin Tucker,CS,howardbilly@example.net,Chemistry and Materials Science,Robbins Common
19,3731,Fall 2023,A,History of Biological Sciences,1,2,Austin Weaver,CS,lewisjames@example.net,Biological Sciences,Ramos Hills
36,2514,Spring 2024,B,History of Political Science and International Relations,2,9,Rachel Berry,Math,jenningsmax@example.net,Sociology and Anthropology,Cynthia Square
27,4928,Spring 2024,F,Modern Mechanical and Aerospace Engineering,3,6,Andrea Carter MD,Physics,christopherrichards@example.com,History and Cultural Studies,Brittany Corners
113,3927,Fall 2023,D,Ethics and Pharmacy and Pharmaceutical Sciences,3,19,Robert Ochoa,CS,lisacarter@example.org,Psychology and Behavioral Sciences,Andrade Center
117,4195,Spring 2024,F,Policy and Chemistry and Materials Science,3,4,Mrs. Nicole Mendoza PhD,Physics,jamesharris@example.net,Computer Science and Artificial Intelligence,Bowman Burg
179,3571,Spring 2024,F,Strategies in Medicine and Biomedical Research,1,16,Mr. Scott Blankenship MD,CS,carpenterjonathan@example.com,Medicine and Biomedical Research,Brenda Prairie
91,1325,Fall 2023,F,Strategies in Philosophy and Ethics,1,8,Michael Day,History,justin16@example.org,Political Science and International Relations,Brown Mission
92,3140,Fall 2023,D,Policy and Chemistry and Materials Science,1,3,Michelle Walker,Math,dmitchell@example.org,Chemistry and Materials Science,Robbins Common
76,725,Fall 2023,B,Perspectives on Sociology and Anthropology,4,10,Ashley Merritt,History,scott77@example.org,Linguistics and Modern Languages,Dana Cove
122,3254,Spring 2024,D,Methods in Nursing and Public Health,3,17,Benjamin Cox,Physics,tsanchez@example.org,Nursing and Public Health,Campos Squares
95,2858,Fall 2023,C,Classical Philosophy and Ethics,4,8,Amber Powell,CS,lharris@example.net,Political Science and International Relations,Brown Mission
135,921,Fall 2023,B,Perspectives on Mechanical and Aerospace Engineering,3,6,Miss Kristina Baker,CS,caroline38@example.net,History and Cultural Studies,Brittany Corners
43,3188,Spring 2024,B,Case Studies in Computer Science and Artificial Intelligence,3,5,Julia Butler,Physics,linda04@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
119,3461,Fall 2023,B,Contemporary Issues in Pharmacy and Pharmaceutical Sciences,3,18,Nicholas Li,CS,candacethompson@example.net,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
146,3687,Fall 2023,A,Ethics and Nursing and Public Health,2,17,Joseph Holmes,History,lgriffin@example.org,Nursing and Public Health,Campos Squares
15,2960,Fall 2023,D,Advanced Sociology and Anthropology,1,10,James Williams,CS,tamaranichols@example.net,Linguistics and Modern Languages,Dana Cove
76,4212,Spring 2024,B,Perspectives on Sociology and Anthropology,4,10,Jessica Miller,Math,dgarza@example.org,Linguistics and Modern Languages,Dana Cove
173,1629,Fall 2023,F,Policy and Marketing and Digital Strategy,1,13,Cynthia Crane,Physics,brentwilliamson@example.org,Marketing and Digital Strategy,Robinson Island
182,3764,Fall 2023,D,Foundations of Linguistics and Modern Languages,1,10,Brittany Gray,History,ycisneros@example.net,Linguistics and Modern Languages,Dana Cove
88,3517,Spring 2024,A,Perspectives on Philosophy and Ethics,3,7,Andre Oliver,CS,jeffreychambers@example.net,Philosophy and Ethics,Olsen Flats
22,734,Fall 2023,D,Advanced Political Science and International Relations,3,9,Kendra Hansen,Math,christophercollins@example.com,Sociology and Anthropology,Cynthia Square
125,3251,Fall 2023,D,Advanced Entrepreneurship and Innovation,4,15,Alex King,History,srogers@example.org,Entrepreneurship and Innovation,David Dale
116,2127,Fall 2023,A,Ethics and Chemistry and Materials Science,4,4,Brenda Bradford,CS,pnguyen@example.org,Computer Science and Artificial Intelligence,Bowman Burg
12,4764,Spring 2024,B,Methods in History and Cultural Studies,2,7,Susan Jones,Physics,bnguyen@example.com,Philosophy and Ethics,Olsen Flats
114,2799,Fall 2023,A,Advanced Medicine and Biomedical Research,2,16,Jennifer Wallace,Math,vwilliams@example.com,Medicine and Biomedical Research,Brenda Prairie
81,384,Fall 2023,B,Ethics and Computer Science and Artificial Intelligence,1,5,Dustin Lopez,CS,tammieolson@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
81,1487,Spring 2024,B,Ethics and Computer Science and Artificial Intelligence,1,5,Caitlyn Wade,Math,michellecoleman@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
50,1117,Spring 2024,C,Classical History and Cultural Studies,4,7,Megan Farrell,History,gcoffey@example.com,Philosophy and Ethics,Olsen Flats
155,4268,Spring 2024,C,Research in Environmental and Sustainability Studies,2,20,Christopher Jordan,CS,rogersclinton@example.com,Environmental and Sustainability Studies,Brittany Mission
99,1289,Spring 2024,A,Methods in Mechanical and Aerospace Engineering,2,5,Abigail Smith,Physics,patriciapeterson@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
177,2459,Fall 2023,A,Introduction to Medicine and Biomedical Research,4,16,Christopher Collier,Physics,prattmary@example.com,Medicine and Biomedical Research,Brenda Prairie
64,704,Spring 2024,F,Applications of Finance and Investment Studies,4,12,Allison Collins,CS,jeremymoore@example.com,Finance and Investment Studies,Davis Stream
142,4806,Spring 2024,B,Policy and Pharmacy and Pharmaceutical Sciences,1,19,Joshua Cole,Physics,hallen@example.com,Psychology and Behavioral Sciences,Andrade Center
50,371,Fall 2023,B,Classical History and Cultural Studies,4,7,Amanda Moyer,Math,carsonjason@example.net,Philosophy and Ethics,Olsen Flats
56,2966,Fall 2023,F,Modern History and Cultural Studies,2,7,Kelsey Martinez,Physics,mcclurekristine@example.org,Philosophy and Ethics,Olsen Flats
189,3232,Fall 2023,B,Fundamentals of Biological Sciences,2,2,Jill Sandoval,History,ijames@example.com,Biological Sciences,Ramos Hills
26,195,Fall 2023,B,Theories in Biological Sciences,1,2,Tracey Chase,CS,cherylanderson@example.org,Biological Sciences,Ramos Hills
189,4579,Spring 2024,F,Fundamentals of Biological Sciences,2,2,Tiffany Harris,Math,richardwest@example.com,Biological Sciences,Ramos Hills
42,894,Spring 2024,B,Contemporary Issues in Sociology and Anthropology,4,10,Emily Mora,Physics,kelly95@example.org,Linguistics and Modern Languages,Dana Cove
96,2243,Spring 2024,D,Principles of Physics and Astronomy,3,1,Jamie Huang,Physics,sbright@example.org,Physics and Astronomy,Henderson Path
87,4865,Spring 2024,C,Ethics and Philosophy and Ethics,4,8,David Martinez,Physics,snydershelia@example.org,Political Science and International Relations,Brown Mission
116,1566,Fall 2023,C,Ethics and Chemistry and Materials Science,4,4,James Bradshaw,History,kelly18@example.org,Computer Science and Artificial Intelligence,Bowman Burg
122,1209,Fall 2023,F,Methods in Nursing and Public Health,3,17,Yolanda Leblanc,CS,adamduncan@example.net,Nursing and Public Health,Campos Squares
73,821,Spring 2024,A,Contemporary Issues in Economics and Policy Studies,3,15,Crystal Simpson,Math,liukyle@example.net,Entrepreneurship and Innovation,David Dale
67,1868,Spring 2024,A,Perspectives on Nursing and Public Health,3,17,Lisa Wallace,History,tturner@example.com,Nursing and Public Health,Campos Squares
159,849,Spring 2024,B,Classical Nursing and Public Health,2,17,Nicholas Stone,Physics,meagansmith@example.com,Nursing and Public Health,Campos Squares
80,2216,Spring 2024,D,Policy and Marketing and Digital Strategy,4,13,Wesley Bolton,Physics,kelseysolis@example.net,Marketing and Digital Strategy,Robinson Island
76,98,Fall 2023,D,Perspectives on Sociology and Anthropology,4,10,Charles Dominguez,Physics,bcastaneda@example.org,Linguistics and Modern Languages,Dana Cove
199,2675,Fall 2023,D,Experimental Medicine and Biomedical Research,2,16,Julie Hill MD,History,oliviasmith@example.net,Medicine and Biomedical Research,Brenda Prairie
178,4256,Spring 2024,B,Advanced Linguistics and Modern Languages,4,10,Bradley Stevens,Math,kelleywanda@example.org,Linguistics and Modern Languages,Dana Cove
146,4833,Spring 2024,D,Ethics and Nursing and Public Health,2,17,Misty Barnett,Physics,ischmidt@example.org,Nursing and Public Health,Campos Squares
39,3810,Spring 2024,D,Theories in Political Science and International Relations,2,9,George Henry,CS,hkline@example.net,Sociology and Anthropology,Cynthia Square
11,2105,Spring 2024,F,Foundations of Mechanical and Aerospace Engineering,4,6,Thomas Hanson,Physics,cobbstephanie@example.com,History and Cultural Studies,Brittany Corners
136,1636,Spring 2024,A,Contemporary Issues in Mechanical and Aerospace Engineering,1,5,Jennifer Beard,Physics,dabbott@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
43,2990,Spring 2024,C,Case Studies in Computer Science and Artificial Intelligence,3,5,Shannon Nelson,CS,annette71@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
121,3017,Fall 2023,D,Innovations in Economics and Policy Studies,4,14,Ashley Allen,CS,ehardy@example.com,Economics and Policy Studies,Burns Spur
29,141,Fall 2023,B,Policy and Political Science and International Relations,1,9,Autumn Anderson,Math,baileyangela@example.com,Sociology and Anthropology,Cynthia Square
47,3666,Spring 2024,A,Ethics and Political Science and International Relations,4,9,Megan Sanchez,CS,lynchterri@example.net,Sociology and Anthropology,Cynthia Square
66,4483,Fall 2023,C,Methods in Philosophy and Ethics,1,8,Cynthia Mason,Math,wdavis@example.com,Political Science and International Relations,Brown Mission
107,718,Fall 2023,F,Foundations of Business Administration and Management,1,11,Leah Lee,CS,seanbraun@example.net,Business Administration and Management,Page Center
87,745,Spring 2024,D,Ethics and Philosophy and Ethics,4,8,Andre White,History,brian57@example.net,Political Science and International Relations,Brown Mission
79,1126,Fall 2023,B,Modern Sociology and Anthropology,1,10,Paul Huynh,Physics,aanderson@example.com,Linguistics and Modern Languages,Dana Cove
150,3316,Fall 2023,F,Introduction to Entrepreneurship and Innovation,3,15,Michelle Collins,CS,richardmichael@example.com,Entrepreneurship and Innovation,David Dale
64,4947,Fall 2023,D,Applications of Finance and Investment Studies,4,12,Gina Garcia,History,david08@example.net,Finance and Investment Studies,Davis Stream
178,1505,Spring 2024,B,Advanced Linguistics and Modern Languages,4,10,Ellen Russell,History,juanhood@example.com,Linguistics and Modern Languages,Dana Cove
111,1086,Spring 2024,F,Principles of Business Administration and Management,4,11,Steven Gomez,CS,carlajones@example.com,Business Administration and Management,Page Center
162,4401,Spring 2024,A,Experimental Psychology and Behavioral Sciences,2,19,Mark Strickland,History,carlwilson@example.org,Psychology and Behavioral Sciences,Andrade Center
31,1256,Spring 2024,A,Modern Marketing and Digital Strategy,1,13,Joshua Baker,History,mary68@example.net,Marketing and Digital Strategy,Robinson Island
59,1906,Fall 2023,A,Contemporary Issues in Philosophy and Ethics,4,7,William Cohen,Math,perezheather@example.net,Philosophy and Ethics,Olsen Flats
194,1595,Spring 2024,C,Strategies in Political Science and International Relations,1,8,Daniel Powell,History,christina12@example.com,Political Science and International Relations,Brown Mission
67,3416,Fall 2023,A,Perspectives on Nursing and Public Health,3,17,Kevin Marks,Physics,jacksonwanda@example.net,Nursing and Public Health,Campos Squares
33,1320,Spring 2024,A,Introduction to Entrepreneurship and Innovation,1,16,Michael Reed,Physics,hicksmartha@example.org,Medicine and Biomedical Research,Brenda Prairie
151,1220,Fall 2023,A,Classical Finance and Investment Studies,4,12,Ronald Martin,Math,muellerlisa@example.net,Finance and Investment Studies,Davis Stream
194,1906,Spring 2024,B,Strategies in Political Science and International Relations,1,8,William Cohen,Math,perezheather@example.net,Political Science and International Relations,Brown Mission
66,452,Fall 2023,C,Methods in Philosophy and Ethics,1,8,Rachel Warren,Physics,stephen92@example.org,Political Science and International Relations,Brown Mission
175,2670,Spring 2024,C,Contemporary Issues in Sociology and Anthropology,4,9,Michael Matthews II,Physics,fforbes@example.org,Sociology and Anthropology,Cynthia Square
116,2620,Fall 2023,D,Ethics and Chemistry and Materials Science,4,4,James Palmer,Math,scastaneda@example.net,Computer Science and Artificial Intelligence,Bowman Burg
185,3586,Spring 2024,F,Applications of Marketing and Digital Strategy,4,13,Debbie Patel,Math,paul33@example.net,Marketing and Digital Strategy,Robinson Island
168,4103,Fall 2023,B,Methods in Medicine and Biomedical Research,3,16,Alan Jackson,Math,barrerabonnie@example.org,Medicine and Biomedical Research,Brenda Prairie
125,3583,Spring 2024,D,Advanced Entrepreneurship and Innovation,4,15,Adrienne Tanner,History,amandaanderson@example.com,Entrepreneurship and Innovation,David Dale
107,3073,Spring 2024,A,Foundations of Business Administration and Management,1,11,Austin George,Physics,qhall@example.com,Business Administration and Management,Page Center
107,1353,Fall 2023,B,Foundations of Business Administration and Management,1,11,Benjamin Robinson,Physics,dbruce@example.net,Business Administration and Management,Page Center
62,1156,Spring 2024,D,Principles of Marketing and Digital Strategy,4,13,Robert Campbell,Physics,felicia23@example.org,Marketing and Digital Strategy,Robinson Island
96,1140,Fall 2023,A,Principles of Physics and Astronomy,3,1,Christopher Daniels,Math,bishopscott@example.org,Physics and Astronomy,Henderson Path
82,3077,Spring 2024,F,Research in Philosophy and Ethics,2,7,Melissa Stewart,Math,richard97@example.com,Philosophy and Ethics,Olsen Flats
50,1343,Fall 2023,A,Classical History and Cultural Studies,4,7,Richard Martinez,Math,karl95@example.org,Philosophy and Ethics,Olsen Flats
151,515,Fall 2023,B,Classical Finance and Investment Studies,4,12,Erin Jones,CS,teresaclark@example.com,Finance and Investment Studies,Davis Stream
145,1565,Spring 2024,D,Introduction to Computer Science and Artificial Intelligence,4,4,Mr. David Bradley MD,History,lunakaitlin@example.org,Computer Science and Artificial Intelligence,Bowman Burg
103,1040,Spring 2024,B,Ethics and Business Administration and Management,4,11,Kevin Williamson,History,edwinpeterson@example.org,Business Administration and Management,Page Center
2,557,Fall 2023,A,Case Studies in Marketing and Digital Strategy,2,14,Erin Sullivan,Physics,tiffany35@example.org,Economics and Policy Studies,Burns Spur
2,3364,Fall 2023,F,Case Studies in Marketing and Digital Strategy,2,14,Morgan Peterson,CS,arivera@example.com,Economics and Policy Studies,Burns Spur
102,2688,Fall 2023,B,Case Studies in Pharmacy and Pharmaceutical Sciences,2,19,Aaron Wallace,Math,lisarush@example.net,Psychology and Behavioral Sciences,Andrade Center
181,3940,Fall 2023,B,Classical Linguistics and Modern Languages,1,10,Robert Evans,Physics,kimberly52@example.com,Linguistics and Modern Languages,Dana Cove
107,2796,Spring 2024,B,Foundations of Business Administration and Management,1,11,George Martinez,Math,hernandezmark@example.net,Business Administration and Management,Page Center
144,3300,Fall 2023,C,Classical Psychology and Behavioral Sciences,4,20,William Barry,History,patrickwilliams@example.net,Environmental and Sustainability Studies,Brittany Mission
116,742,Spring 2024,C,Ethics and Chemistry and Materials Science,4,4,Charles Harris,Math,crossheather@example.com,Computer Science and Artificial Intelligence,Bowman Burg
11,3217,Fall 2023,C,Foundations of Mechanical and Aerospace Engineering,4,6,Jeremiah Brown Jr.,Math,morrisonchristopher@example.org,History and Cultural Studies,Brittany Corners
185,3266,Spring 2024,B,Applications of Marketing and Digital Strategy,4,13,Amy Morris,Physics,kathryn80@example.net,Marketing and Digital Strategy,Robinson Island
24,4424,Fall 2023,B,Foundations of Philosophy and Ethics,2,8,Frederick Kane,History,debraguerrero@example.org,Political Science and International Relations,Brown Mission
122,3140,Fall 2023,F,Methods in Nursing and Public Health,3,17,Michelle Walker,Math,dmitchell@example.org,Nursing and Public Health,Campos Squares
177,3729,Spring 2024,B,Introduction to Medicine and Biomedical Research,4,16,Robert Bolton,History,turnermichael@example.com,Medicine and Biomedical Research,Brenda Prairie
186,1382,Fall 2023,C,Fundamentals of Pharmacy and Pharmaceutical Sciences,2,18,Amy Roberts,History,morenomax@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
60,171,Spring 2024,D,Advanced Computer Science and Artificial Intelligence,4,5,Laura Robles,History,kimjohn@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
164,1649,Spring 2024,B,Applications of Medicine and Biomedical Research,4,16,Billy Buckley,CS,scott59@example.org,Medicine and Biomedical Research,Brenda Prairie
37,3049,Spring 2024,C,Experimental History and Cultural Studies,3,7,Nicole Medina,Physics,bethanyrodriguez@example.com,Philosophy and Ethics,Olsen Flats
169,1715,Spring 2024,B,Strategies in Pharmacy and Pharmaceutical Sciences,1,18,Angela Patton,CS,nelsonmichelle@example.net,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
177,3569,Spring 2024,A,Introduction to Medicine and Biomedical Research,4,16,Christopher Johnson,CS,kylesolomon@example.com,Medicine and Biomedical Research,Brenda Prairie
